job_title,job_category,salary,employee_residence,experience_level,employment_type,work_setting
Business Intelligence Engineer,BI and Visualization,79600,United States,Senior,Full-time,In-person
Data Scientist,Data Science and Research,208500,United States,Senior,Full-time,In-person
Data Scientist,Data Science and Research,165000,United States,Senior,Full-time,In-person
Data Analyst,Data Analysis,100000,United States,Senior,Full-time,In-person
Data Analyst,Data Analysis,75000,United States,Senior,Full-time,In-person
Data Architect,Data Architecture and Modeling,185000,United States,Senior,Full-time,In-person
Data Architect,Data Architecture and Modeling,150000,United States,Senior,Full-time,In-person
Data Scientist,Data Science and Research,48585,Spain,Senior,Full-time,In-person
Data Scientist,Data Science and Research,38868,Spain,Senior,Full-time,In-person
Data Scientist,Data Science and Research,137500,United States,Senior,Full-time,In-person
Data Scientist,Data Science and Research,81500,United States,Senior,Full-time,In-person
Business Intelligence Analyst,BI and Visualization,130000,United States,Senior,Full-time,In-person
Business Intelligence Analyst,BI and Visualization,80000,United States,Senior,Full-time,In-person
Applied Scientist,Data Science and Research,230000,United States,Senior,Full-time,Remote
Applied Scientist,Data Science and Research,196000,United States,Senior,Full-time,Remote
Business Intelligence Engineer,BI and Visualization,202800,United States,Senior,Full-time,In-person
Business Intelligence Engineer,BI and Visualization,104300,United States,Senior,Full-time,In-person
Applied Scientist,Data Science and Research,216000,United States,Senior,Full-time,Remote
Applied Scientist,Data Science and Research,184000,United States,Senior,Full-time,Remote
Data Engineer,Data Engineering,212175,United States,Senior,Full-time,Remote
Data Engineer,Data Engineering,156000,United States,Senior,Full-time,Remote
Data Engineer,Data Engineering,184000,United States,Senior,Full-time,In-person
Data Engineer,Data Engineering,123000,United States,Senior,Full-time,In-person
Data Analyst,Data Analysis,111151,United States,Mid-level,Full-time,Remote
Data Analyst,Data Analysis,66691,United States,Mid-level,Full-time,Remote
Data Scientist,Data Science and Research,190000,United States,Senior,Full-time,In-person
Data Scientist,Data Science and Research,138700,United States,Senior,Full-time,In-person
Data Analyst,Data Analysis,95040,United States,Senior,Full-time,Remote
Data Analyst,Data Analysis,59400,United States,Senior,Full-time,Remote
Machine Learning Engineer,Machine Learning and AI,197802,United States,Senior,Full-time,Remote
Machine Learning Engineer,Machine Learning and AI,156453,United States,Senior,Full-time,Remote
Data Scientist,Data Science and Research,308000,United States,Senior,Full-time,In-person
Data Scientist,Data Science and Research,144000,United States,Senior,Full-time,In-person
Data Quality Analyst,Data Quality and Operations,172000,United States,Senior,Full-time,In-person
Data Quality Analyst,Data Quality and Operations,140000,United States,Senior,Full-time,In-person
Data Engineer,Data Engineering,89819,United Kingdom,Mid-level,Full-time,In-person
Data Engineer,Data Engineering,72593,United Kingdom,Mid-level,Full-time,In-person
Data Architect,Data Architecture and Modeling,185000,United States,Senior,Full-time,In-person
Data Architect,Data Architecture and Modeling,150000,United States,Senior,Full-time,In-person
Data Engineer,Data Engineering,154000,United States,Mid-level,Full-time,In-person
Data Engineer,Data Engineering,103000,United States,Mid-level,Full-time,In-person
Data Engineer,Data Engineering,180000,United States,Senior,Full-time,Remote
Data Engineer,Data Engineering,122400,United States,Senior,Full-time,Remote
Research Analyst,Data Science and Research,80000,United States,Mid-level,Full-time,In-person
Research Analyst,Data Science and Research,70000,United States,Mid-level,Full-time,In-person
Data Analyst,Data Analysis,120000,United States,Senior,Full-time,In-person
Data Analyst,Data Analysis,90000,United States,Senior,Full-time,In-person
Data Engineer,Data Engineering,227500,United States,Senior,Full-time,Remote
Data Engineer,Data Engineering,147500,United States,Senior,Full-time,Remote
Machine Learning Engineer,Machine Learning and AI,150000,United States,Mid-level,Full-time,Remote
Machine Learning Engineer,Machine Learning and AI,50000,United States,Mid-level,Full-time,Remote
Data Engineer,Data Engineering,73824,United Kingdom,Mid-level,Full-time,In-person
Data Engineer,Data Engineering,55368,United Kingdom,Mid-level,Full-time,In-person
Data Science Engineer,Data Science and Research,220000,United States,Senior,Full-time,Remote
Data Science Engineer,Data Science and Research,180000,United States,Senior,Full-time,Remote
Machine Learning Engineer,Machine Learning and AI,331640,United States,Senior,Full-time,In-person
Machine Learning Engineer,Machine Learning and AI,267720,United States,Senior,Full-time,In-person
Data Engineer,Data Engineering,190000,United States,Mid-level,Full-time,Remote
Data Engineer,Data Engineering,130000,United States,Mid-level,Full-time,Remote
Data Engineer,Data Engineering,160000,United States,Senior,Full-time,In-person
Data Engineer,Data Engineering,130000,United States,Senior,Full-time,In-person
Data Engineer,Data Engineering,150000,United States,Mid-level,Full-time,Remote
Data Engineer,Data Engineering,50000,United States,Mid-level,Full-time,Remote
Analytics Engineer,Leadership and Management,172200,United States,Mid-level,Full-time,Remote
Analytics Engineer,Leadership and Management,131200,United States,Mid-level,Full-time,Remote
Data Strategy Manager,Data Management and Strategy,250000,United States,Senior,Full-time,Remote
Data Strategy Manager,Data Management and Strategy,100000,United States,Senior,Full-time,Remote
Data Engineer,Data Engineering,178000,United States,Senior,Full-time,Remote
Data Engineer,Data Engineering,165000,United States,Senior,Full-time,Remote
Business Intelligence Engineer,BI and Visualization,202800,United States,Senior,Full-time,In-person
Business Intelligence Engineer,BI and Visualization,104300,United States,Senior,Full-time,In-person
Data Analyst,Data Analysis,155000,United States,Senior,Full-time,In-person
Data Analyst,Data Analysis,120000,United States,Senior,Full-time,In-person
Data Analyst,Data Analysis,280000,United States,Senior,Full-time,In-person
Data Analyst,Data Analysis,200000,United States,Senior,Full-time,In-person
Data Engineer,Data Engineering,184000,United States,Senior,Full-time,In-person
Data Engineer,Data Engineering,123000,United States,Senior,Full-time,In-person
Business Intelligence Engineer,BI and Visualization,202800,United States,Senior,Full-time,In-person
Business Intelligence Engineer,BI and Visualization,104300,United States,Senior,Full-time,In-person
Data Manager,Leadership and Management,73824,United Kingdom,Mid-level,Full-time,In-person
Data Manager,Leadership and Management,67672,United Kingdom,Mid-level,Full-time,In-person
Data Scientist,Data Science and Research,290000,United States,Senior,Full-time,In-person
Data Scientist,Data Science and Research,173200,United States,Senior,Full-time,In-person
Data Scientist,Data Science and Research,235000,United States,Senior,Full-time,Remote
Data Scientist,Data Science and Research,204000,United States,Senior,Full-time,Remote
Machine Learning Scientist,Machine Learning and AI,300000,United States,Senior,Full-time,In-person
Machine Learning Scientist,Machine Learning and AI,222000,United States,Senior,Full-time,In-person
Analytics Engineer,Leadership and Management,160000,United States,Senior,Full-time,In-person
Analytics Engineer,Leadership and Management,136000,United States,Senior,Full-time,In-person
Data Architect,Data Architecture and Modeling,206000,United States,Senior,Full-time,In-person
Data Architect,Data Architecture and Modeling,134000,United States,Senior,Full-time,In-person
Data Scientist,Data Science and Research,155000,Canada,Senior,Full-time,In-person
Data Scientist,Data Science and Research,105000,Canada,Senior,Full-time,In-person
Machine Learning Engineer,Machine Learning and AI,287500,United States,Senior,Full-time,In-person
Machine Learning Engineer,Machine Learning and AI,212500,United States,Senior,Full-time,In-person
Machine Learning Engineer,Machine Learning and AI,190027,United States,Senior,Full-time,In-person
Machine Learning Engineer,Machine Learning and AI,152022,United States,Senior,Full-time,In-person
Data Scientist,Data Science and Research,19434,Greece,Entry-level,Full-time,Remote
Data Engineer,Data Engineering,130000,United States,Mid-level,Full-time,Remote
Data Engineer,Data Engineering,100000,United States,Mid-level,Full-time,Remote
Data Engineer,Data Engineering,250000,United States,Mid-level,Full-time,In-person
Data Engineer,Data Engineering,125000,United States,Mid-level,Full-time,In-person
Data Engineer,Data Engineering,131000,Colombia,Mid-level,Full-time,In-person
Data Engineer,Data Engineering,88000,Colombia,Mid-level,Full-time,In-person
Data Analyst,Data Analysis,80000,United States,Entry-level,Full-time,In-person
Data Analyst,Data Analysis,50000,United States,Entry-level,Full-time,In-person
Machine Learning Engineer,Machine Learning and AI,198000,United States,Senior,Full-time,Remote
Machine Learning Engineer,Machine Learning and AI,132000,United States,Senior,Full-time,Remote
Business Intelligence Engineer,BI and Visualization,125000,United States,Senior,Full-time,Remote
Business Intelligence Engineer,BI and Visualization,115000,United States,Senior,Full-time,Remote
Data Engineer,Data Engineering,184000,United States,Senior,Full-time,In-person
Data Engineer,Data Engineering,123000,United States,Senior,Full-time,In-person
Data Manager,Leadership and Management,145000,United States,Senior,Full-time,In-person
Data Manager,Leadership and Management,130000,United States,Senior,Full-time,In-person
Machine Learning Engineer,Machine Learning and AI,170700,United States,Senior,Full-time,In-person
Machine Learning Engineer,Machine Learning and AI,113900,United States,Senior,Full-time,In-person
Data Engineer,Data Engineering,184000,United States,Senior,Full-time,In-person
Data Engineer,Data Engineering,123000,United States,Senior,Full-time,In-person
Machine Learning Engineer,Machine Learning and AI,280000,United States,Senior,Full-time,In-person
Machine Learning Engineer,Machine Learning and AI,200000,United States,Senior,Full-time,In-person
Data Engineer,Data Engineering,185000,United States,Senior,Full-time,In-person
Data Engineer,Data Engineering,81000,United States,Senior,Full-time,In-person
Machine Learning Engineer,Machine Learning and AI,220000,United States,Senior,Full-time,In-person
